datetime,datr,devaddr,fcnt,freq,lsnr,rssi,current
2025-07-22T18:56:22Z,SF7BW125,CCCCDDDD,0,917.4,1.2,-114,1.017532
2025-07-22T18:56:53Z,SF7BW125,CCCCDDDD,1,918.0,1.2,-114,1.042802
2025-07-22T18:57:25Z,SF7BW125,CCCCDDDD,2,918.2,-4.2,-117,1.049702
2025-07-22T18:57:57Z,SF7BW125,CCCCDDDD,3,917.0,-3.8,-116,1.057449
2025-07-22T18:58:29Z,SF7BW125,CCCCDDDD,4,917.6,-0.2,-115,1.057838
2025-07-22T18:59:01Z,SF7BW125,CCCCDDDD,5,917.8,-0.8,-115,1.056793
2025-07-22T18:59:33Z,SF7BW125,CCCCDDDD,6,917.2,0.0,-114,1.056766
2025-07-22T19:00:05Z,SF7BW125,CCCCDDDD,7,916.8,-3.5,-118,1.043759
2025-07-22T19:00:37Z,SF7BW125,CCCCDDDD,8,917.8,0.0,-114,1.039682
2025-07-22T19:01:09Z,SF7BW125,CCCCDDDD,9,916.8,-1.8,-118,1.034149
2025-07-22T19:01:41Z,SF7BW125,CCCCDDDD,10,918.0,0.2,-114,1.037007
2025-07-22T19:02:13Z,SF7BW125,CCCCDDDD,11,917.4,-0.5,-113,1.036544
2025-07-22T19:02:45Z,SF7BW125,CCCCDDDD,12,917.2,0.2,-112,1.039488
2025-07-22T19:03:17Z,SF7BW125,CCCCDDDD,13,918.2,-0.8,-115,1.038753
2025-07-22T19:03:49Z,SF7BW125,CCCCDDDD,14,917.0,1.0,-114,1.037463
2025-07-22T19:04:21Z,SF7BW125,CCCCDDDD,15,917.6,1.2,-114,0.035277
2025-07-22T19:04:53Z,SF7BW125,CCCCDDDD,16,917.8,0.2,-114,0.034922
2025-07-22T19:05:25Z,SF7BW125,CCCCDDDD,17,917.0,0.2,-113,0.032519
2025-07-22T19:05:57Z,SF7BW125,CCCCDDDD,18,917.4,1.5,-112,0.031668
2025-07-22T19:06:29Z,SF7BW125,CCCCDDDD,19,918.0,0.0,-112,0.032717
2025-07-22T19:07:01Z,SF7BW125,CCCCDDDD,20,917.6,-2.2,-116,0.036549
2025-07-22T19:07:33Z,SF7BW125,CCCCDDDD,21,918.2,-2.0,-117,0.029035
2025-07-22T19:08:05Z,SF7BW125,CCCCDDDD,22,916.8,-1.0,-118,1.062531
2025-07-22T19:08:37Z,SF7BW125,CCCCDDDD,23,917.2,-2.5,-115,0.995513
2025-07-22T19:09:09Z,SF7BW125,CCCCDDDD,24,917.0,-1.0,-115,1.035815
2025-07-22T19:09:41Z,SF7BW125,CCCCDDDD,25,918.0,-1.8,-115,1.062288
2025-07-22T19:10:13Z,SF7BW125,CCCCDDDD,26,917.4,-2.2,-117,1.070599
2025-07-22T19:10:45Z,SF7BW125,CCCCDDDD,27,917.8,-0.5,-113,1.087014
2025-07-22T19:11:17Z,SF7BW125,CCCCDDDD,28,917.2,-2.5,-114,1.089909
2025-07-22T19:11:49Z,SF7BW125,CCCCDDDD,29,918.2,2.2,-113,1.106845
2025-07-22T19:12:21Z,SF7BW125,CCCCDDDD,30,917.6,-3.5,-115,1.099413
2025-07-22T19:12:53Z,SF7BW125,CCCCDDDD,31,916.8,-2.8,-117,1.096860
2025-07-22T19:13:25Z,SF7BW125,CCCCDDDD,32,917.0,0.5,-114,1.107173
2025-07-22T19:13:57Z,SF7BW125,CCCCDDDD,33,917.8,-1.0,-114,1.114176
2025-07-22T19:14:29Z,SF7BW125,CCCCDDDD,34,917.4,-2.8,-117,1.094822
2025-07-22T19:15:01Z,SF7BW125,CCCCDDDD,35,916.8,-1.8,-118,1.077359
2025-07-22T19:15:33Z,SF7BW125,CCCCDDDD,36,917.6,0.8,-113,1.065958
2025-07-22T19:16:05Z,SF7BW125,CCCCDDDD,37,918.2,-0.5,-115,1.070965
2025-07-22T19:16:37Z,SF7BW125,CCCCDDDD,38,917.2,-0.8,-113,1.077970
2025-07-22T19:17:09Z,SF7BW125,CCCCDDDD,39,918.0,-0.8,-114,1.096952
2025-07-22T19:17:41Z,SF7BW125,CCCCDDDD,40,917.8,-2.2,-114,1.093288
2025-07-22T19:18:13Z,SF7BW125,CCCCDDDD,41,917.2,-3.2,-114,1.089708
2025-07-22T19:18:45Z,SF7BW125,CCCCDDDD,42,916.8,-2.2,-116,1.081585
2025-07-22T19:19:17Z,SF7BW125,CCCCDDDD,43,917.0,-1.2,-115,1.068604
2025-07-22T19:19:49Z,SF7BW125,CCCCDDDD,44,918.2,-1.5,-115,1.044151
2025-07-22T19:20:21Z,SF7BW125,CCCCDDDD,45,917.4,-1.2,-115,1.046655
2025-07-22T19:20:53Z,SF7BW125,CCCCDDDD,46,918.0,-8.2,-118,1.045041
2025-07-22T19:21:25Z,SF7BW125,CCCCDDDD,47,917.6,-1.0,-115,1.048103
2025-07-22T19:21:57Z,SF7BW125,CCCCDDDD,48,918.0,-2.5,-114,1.050712
2025-07-22T19:22:29Z,SF7BW125,CCCCDDDD,49,918.2,-3.5,-116,1.058078
2025-07-22T19:23:01Z,SF7BW125,CCCCDDDD,50,917.8,0.8,-113,1.050925
2025-07-22T19:23:33Z,SF7BW125,CCCCDDDD,51,917.6,0.0,-114,1.042670
2025-07-22T19:24:05Z,SF7BW125,CCCCDDDD,52,916.8,-1.5,-118,1.038874
2025-07-22T19:24:37Z,SF7BW125,CCCCDDDD,53,917.0,-3.2,-118,1.032161
2025-07-22T19:25:09Z,SF7BW125,CCCCDDDD,54,917.4,-0.8,-113,0.030466
2025-07-22T19:25:41Z,SF7BW125,CCCCDDDD,55,917.2,-2.5,-114,0.030601
2025-07-22T19:26:13Z,SF7BW125,CCCCDDDD,56,918.0,-0.2,-113,0.028737
2025-07-22T19:26:45Z,SF7BW125,CCCCDDDD,57,916.8,-2.0,-118,0.026716
2025-07-22T19:27:17Z,SF7BW125,CCCCDDDD,58,917.8,-4.0,-114,0.023406
2025-07-22T19:27:49Z,SF7BW125,CCCCDDDD,59,917.4,-2.8,-118,0.026264
2025-07-22T19:28:21Z,SF7BW125,CCCCDDDD,60,917.2,1.8,-113,0.032929
2025-07-22T19:28:53Z,SF7BW125,CCCCDDDD,61,918.2,3.0,-111,0.032939
2025-07-22T19:29:25Z,SF7BW125,CCCCDDDD,62,917.6,1.2,-114,0.035094
2025-07-22T19:29:57Z,SF7BW125,CCCCDDDD,63,917.0,-2.0,-114,0.947749
2025-07-22T19:30:29Z,SF7BW125,CCCCDDDD,64,916.8,-2.8,-117,0.994948
2025-07-22T19:31:01Z,SF7BW125,CCCCDDDD,65,918.2,-1.0,-114,1.023629
2025-07-22T19:31:32Z,SF7BW125,CCCCDDDD,66,918.0,0.2,-114,1.045297
2025-07-22T19:32:04Z,SF7BW125,CCCCDDDD,67,917.8,0.8,-114,1.049169
2025-07-22T19:32:36Z,SF7BW125,CCCCDDDD,68,917.2,0.0,-114,1.051502
2025-07-22T19:33:08Z,SF7BW125,CCCCDDDD,69,917.6,-1.2,-114,1.056422
2025-07-22T19:33:40Z,SF7BW125,CCCCDDDD,70,917.0,2.0,-113,1.061482
2025-07-22T19:34:12Z,SF7BW125,CCCCDDDD,71,917.4,-3.2,-115,1.056961
2025-07-22T19:34:44Z,SF7BW125,CCCCDDDD,72,917.4,-1.8,-114,1.050934
2025-07-22T19:35:16Z,SF7BW125,CCCCDDDD,73,917.2,-1.2,-113,1.048845
2025-07-22T19:35:48Z,SF7BW125,CCCCDDDD,74,918.2,0.0,-115,1.041767
2025-07-22T19:36:20Z,SF7BW125,CCCCDDDD,75,917.6,-0.8,-114,1.044246
2025-07-22T19:36:52Z,SF7BW125,CCCCDDDD,76,917.8,-0.8,-115,1.040758
2025-07-22T19:37:24Z,SF7BW125,CCCCDDDD,77,916.8,-1.5,-116,1.044094
2025-07-22T19:37:56Z,SF7BW125,CCCCDDDD,78,918.0,0.2,-114,1.041223
2025-07-22T19:38:28Z,SF7BW125,CCCCDDDD,79,917.0,-1.8,-113,0.037029
2025-07-22T19:39:00Z,SF7BW125,CCCCDDDD,80,917.8,-2.5,-115,0.038859
2025-07-22T19:39:32Z,SF7BW125,CCCCDDDD,81,917.2,-1.2,-114,0.038680
2025-07-22T19:40:04Z,SF7BW125,CCCCDDDD,82,917.0,-0.5,-114,0.025861
2025-07-22T19:40:36Z,SF7BW125,CCCCDDDD,83,916.8,0.5,-115,0.026809
2025-07-22T19:41:08Z,SF7BW125,CCCCDDDD,84,917.4,-2.8,-114,0.029167
2025-07-22T19:41:40Z,SF7BW125,CCCCDDDD,85,918.0,1.0,-114,0.029197
2025-07-22T19:42:44Z,SF7BW125,CCCCDDDD,87,917.6,-1.5,-116,0.029314
2025-07-22T19:43:16Z,SF7BW125,CCCCDDDD,88,918.0,-2.2,-115,0.990454
2025-07-22T19:43:48Z,SF7BW125,CCCCDDDD,89,917.0,-4.2,-116,0.981561
2025-07-22T19:44:20Z,SF7BW125,CCCCDDDD,90,917.8,-3.8,-118,1.002391
2025-07-22T19:44:52Z,SF7BW125,CCCCDDDD,91,918.2,-5.0,-118,1.023000
2025-07-22T19:45:24Z,SF7BW125,CCCCDDDD,92,917.4,-3.0,-115,1.031814
2025-07-22T19:45:56Z,SF7BW125,CCCCDDDD,93,917.2,-3.0,-115,1.038517
2025-07-22T19:46:28Z,SF7BW125,CCCCDDDD,94,916.8,-4.5,-116,1.036928
2025-07-22T19:47:00Z,SF7BW125,CCCCDDDD,95,917.6,-0.2,-114,1.030521
2025-07-22T19:47:32Z,SF7BW125,CCCCDDDD,96,917.0,2.2,-114,1.030549
2025-07-22T19:48:04Z,SF7BW125,CCCCDDDD,97,917.4,0.2,-114,1.032390
2025-07-22T19:48:36Z,SF7BW125,CCCCDDDD,98,916.8,1.0,-115,1.027179
2025-07-22T19:49:07Z,SF7BW125,CCCCDDDD,99,917.2,0.2,-114,1.029324
2025-07-22T19:49:39Z,SF7BW125,CCCCDDDD,100,918.2,-2.5,-117,1.028566
2025-07-22T19:50:11Z,SF7BW125,CCCCDDDD,101,917.6,1.5,-114,1.023769
2025-07-22T19:50:43Z,SF7BW125,CCCCDDDD,102,918.0,-3.0,-117,1.024164
2025-07-22T19:51:15Z,SF7BW125,CCCCDDDD,103,917.8,0.0,-114,0.638105
2025-07-22T19:51:47Z,SF7BW125,CCCCDDDD,104,917.2,-1.0,-115,0.038193
2025-07-22T19:52:19Z,SF7BW125,CCCCDDDD,105,916.8,0.5,-114,0.033515
2025-07-22T19:52:51Z,SF7BW125,CCCCDDDD,106,917.4,-0.8,-115,0.033704
2025-07-22T19:53:23Z,SF7BW125,CCCCDDDD,107,918.2,2.2,-113,0.036859
2025-07-22T19:53:55Z,SF7BW125,CCCCDDDD,108,918.0,0.0,-112,0.033075
2025-07-22T19:54:27Z,SF7BW125,CCCCDDDD,109,917.0,0.8,-114,1.033588
2025-07-22T19:54:59Z,SF7BW125,CCCCDDDD,110,917.6,2.5,-114,0.963496
2025-07-22T19:55:31Z,SF7BW125,CCCCDDDD,111,917.8,2.5,-113,0.993257
2025-07-22T19:56:03Z,SF7BW125,CCCCDDDD,112,917.2,0.5,-114,1.010626
2025-07-22T19:56:35Z,SF7BW125,CCCCDDDD,113,918.0,1.0,-114,1.015172
2025-07-22T19:57:07Z,SF7BW125,CCCCDDDD,114,916.8,-3.8,-119,1.016804
2025-07-22T19:57:39Z,SF7BW125,CCCCDDDD,115,917.4,-1.5,-115,1.018384
2025-07-22T19:58:11Z,SF7BW125,CCCCDDDD,116,917.8,-1.5,-115,1.020299
2025-07-22T19:58:43Z,SF7BW125,CCCCDDDD,117,917.0,1.0,-114,1.016012
2025-07-22T19:59:15Z,SF7BW125,CCCCDDDD,118,917.6,1.2,-114,1.014295
2025-07-22T19:59:47Z,SF7BW125,CCCCDDDD,119,918.2,-0.5,-114,1.022447
2025-07-22T20:00:19Z,SF7BW125,CCCCDDDD,120,916.8,0.0,-114,1.019633
2025-07-22T20:00:51Z,SF7BW125,CCCCDDDD,121,917.2,1.8,-113,1.007245
2025-07-22T20:01:23Z,SF7BW125,CCCCDDDD,122,917.8,0.2,-113,1.002138
2025-07-22T20:01:55Z,SF7BW125,CCCCDDDD,123,918.0,-1.5,-113,0.996552
2025-07-22T20:02:27Z,SF7BW125,CCCCDDDD,124,917.6,-0.5,-115,1.001585
2025-07-22T20:02:59Z,SF7BW125,CCCCDDDD,125,918.2,-1.5,-115,0.999732
2025-07-22T20:03:31Z,SF7BW125,CCCCDDDD,126,917.4,-0.2,-114,0.023531
2025-07-22T20:04:03Z,SF7BW125,CCCCDDDD,127,917.0,1.2,-114,0.023530
2025-07-22T20:04:35Z,SF7BW125,CCCCDDDD,128,917.4,-6.0,-117,0.023417
2025-07-22T20:05:07Z,SF7BW125,CCCCDDDD,129,917.6,0.5,-114,0.025923
2025-07-22T20:05:39Z,SF7BW125,CCCCDDDD,130,917.8,-5.0,-118,0.030694
2025-07-22T20:06:11Z,SF7BW125,CCCCDDDD,131,918.2,-1.5,-114,0.030722
2025-07-22T20:06:43Z,SF7BW125,CCCCDDDD,132,916.8,0.5,-115,0.030693
2025-07-22T20:07:15Z,SF7BW125,CCCCDDDD,133,917.0,0.8,-114,0.991638
2025-07-22T20:07:47Z,SF7BW125,CCCCDDDD,134,918.0,-1.8,-114,0.989735
2025-07-22T20:08:19Z,SF7BW125,CCCCDDDD,135,917.2,-1.5,-114,1.003579
2025-07-22T20:08:51Z,SF7BW125,CCCCDDDD,136,917.2,1.0,-114,1.011564
2025-07-22T20:09:23Z,SF7BW125,CCCCDDDD,137,918.2,-5.2,-118,1.018602
2025-07-22T20:09:55Z,SF7BW125,CCCCDDDD,138,917.4,-0.5,-115,1.012378
2025-07-22T20:10:27Z,SF7BW125,CCCCDDDD,139,917.6,0.8,-114,1.010626
2025-07-22T20:10:59Z,SF7BW125,CCCCDDDD,140,917.0,2.0,-112,1.021079
2025-07-22T20:11:31Z,SF7BW125,CCCCDDDD,141,917.8,2.5,-112,1.021858
2025-07-22T20:12:03Z,SF7BW125,CCCCDDDD,142,918.0,2.2,-113,1.020880
2025-07-22T20:12:35Z,SF7BW125,CCCCDDDD,143,916.8,0.5,-114,1.017448
2025-07-22T20:13:07Z,SF7BW125,CCCCDDDD,144,917.6,0.5,-114,1.009864
2025-07-22T20:13:39Z,SF7BW125,CCCCDDDD,145,918.2,-1.5,-118,1.010142
2025-07-22T20:14:11Z,SF7BW125,CCCCDDDD,146,917.2,1.2,-113,1.005803
2025-07-22T20:14:43Z,SF7BW125,CCCCDDDD,147,918.0,-1.2,-114,1.001975
2025-07-22T20:15:15Z,SF7BW125,CCCCDDDD,148,917.8,-5.2,-117,0.999656
2025-07-22T20:15:47Z,SF7BW125,CCCCDDDD,149,916.8,-3.2,-118,1.000751
2025-07-22T20:16:19Z,SF7BW125,CCCCDDDD,150,917.4,-2.5,-115,1.002579
2025-07-22T20:16:51Z,SF7BW125,CCCCDDDD,151,917.0,1.2,-114,0.997513
2025-07-22T20:17:23Z,SF7BW125,CCCCDDDD,152,917.4,1.8,-112,0.994612
2025-07-22T20:17:55Z,SF7BW125,CCCCDDDD,153,917.6,1.0,-112,0.027292
2025-07-22T20:18:27Z,SF7BW125,CCCCDDDD,154,917.8,3.5,-112,0.027279
2025-07-22T20:18:59Z,SF7BW125,CCCCDDDD,155,916.8,-0.8,-117,0.030809
2025-07-22T20:19:31Z,SF7BW125,CCCCDDDD,156,918.0,-1.5,-114,0.030904
2025-07-22T20:20:03Z,SF7BW125,CCCCDDDD,157,917.2,-0.5,-113,0.031022
2025-07-22T20:20:35Z,SF7BW125,CCCCDDDD,158,918.2,-4.0,-117,0.031060
2025-07-22T20:21:07Z,SF7BW125,CCCCDDDD,159,917.0,2.2,-113,0.031102
2025-07-22T20:21:39Z,SF7BW125,CCCCDDDD,160,917.6,0.8,-114,0.031367
2025-07-22T20:22:11Z,SF7BW125,CCCCDDDD,161,917.0,-1.5,-115,0.026771
2025-07-22T20:22:43Z,SF7BW125,CCCCDDDD,162,916.8,2.0,-114,0.026941
2025-07-22T20:23:15Z,SF7BW125,CCCCDDDD,163,918.0,0.5,-114,1.009760
2025-07-22T20:23:46Z,SF7BW125,CCCCDDDD,164,917.4,1.5,-113,0.944103
2025-07-22T20:24:18Z,SF7BW125,CCCCDDDD,165,917.2,2.5,-109,0.973973
2025-07-22T20:24:50Z,SF7BW125,CCCCDDDD,166,917.8,0.0,-113,0.994005
2025-07-22T20:25:22Z,SF7BW125,CCCCDDDD,167,918.2,-0.5,-115,1.002504
2025-07-22T20:25:54Z,SF7BW125,CCCCDDDD,168,917.6,1.5,-114,1.001734
2025-07-22T20:26:26Z,SF7BW125,CCCCDDDD,169,917.2,-1.0,-114,1.004851
2025-07-22T20:26:58Z,SF7BW125,CCCCDDDD,170,918.2,0.2,-114,1.003564
2025-07-22T20:27:30Z,SF7BW125,CCCCDDDD,171,917.4,0.2,-114,0.999021
2025-07-22T20:28:02Z,SF7BW125,CCCCDDDD,172,917.8,-0.2,-113,0.988946
2025-07-22T20:28:34Z,SF7BW125,CCCCDDDD,173,916.8,-1.0,-117,0.986836
2025-07-22T20:29:06Z,SF7BW125,CCCCDDDD,174,918.0,-3.2,-117,0.990557
2025-07-22T20:29:38Z,SF7BW125,CCCCDDDD,175,917.0,0.2,-114,0.993875
2025-07-22T20:30:42Z,SF7BW125,CCCCDDDD,177,917.2,0.0,-113,0.993339
2025-07-22T20:31:14Z,SF7BW125,CCCCDDDD,178,917.8,1.5,-113,0.988309
2025-07-22T20:31:46Z,SF7BW125,CCCCDDDD,179,916.8,0.8,-114,0.027790
2025-07-22T20:32:18Z,SF7BW125,CCCCDDDD,180,917.4,0.2,-114,0.027450
2025-07-22T20:32:50Z,SF7BW125,CCCCDDDD,181,917.6,2.8,-113,0.031185
2025-07-22T20:33:22Z,SF7BW125,CCCCDDDD,182,918.2,-1.0,-114,0.031315
2025-07-22T20:33:54Z,SF7BW125,CCCCDDDD,183,917.0,1.0,-114,0.031391
2025-07-22T20:34:26Z,SF7BW125,CCCCDDDD,184,918.0,0.0,-114,0.031512
2025-07-22T20:34:58Z,SF7BW125,CCCCDDDD,185,917.8,1.2,-112,0.031606
2025-07-22T20:35:30Z,SF7BW125,CCCCDDDD,186,918.2,-0.2,-114,0.030342
2025-07-22T20:36:02Z,SF7BW125,CCCCDDDD,187,916.8,0.5,-114,0.027332
2025-07-22T20:36:34Z,SF7BW125,CCCCDDDD,188,917.6,2.8,-113,0.027901
2025-07-22T20:37:06Z,SF7BW125,CCCCDDDD,189,917.4,0.2,-114,0.941478
2025-07-22T20:37:38Z,SF7BW125,CCCCDDDD,190,917.2,-1.0,-113,0.954220
2025-07-22T20:38:10Z,SF7BW125,CCCCDDDD,191,917.0,0.2,-113,0.975440
2025-07-22T20:38:42Z,SF7BW125,CCCCDDDD,192,916.8,-1.0,-115,0.988750
2025-07-22T20:39:14Z,SF7BW125,CCCCDDDD,193,918.2,-0.5,-114,0.996767
2025-07-22T20:39:46Z,SF7BW125,CCCCDDDD,194,917.6,0.2,-115,0.999104
2025-07-22T20:40:18Z,SF7BW125,CCCCDDDD,195,917.0,-0.5,-114,1.001850
2025-07-22T20:40:50Z,SF7BW125,CCCCDDDD,196,917.2,0.5,-113,0.007808
2025-07-22T20:41:21Z,SF7BW125,CCCCDDDD,197,918.0,1.2,-112,0.007664
2025-07-22T20:41:53Z,SF7BW125,CCCCDDDD,198,917.8,-0.8,-114,0.008206
2025-07-22T20:42:25Z,SF7BW125,CCCCDDDD,199,917.4,-1.0,-114,0.005760
2025-07-22T20:42:57Z,SF7BW125,CCCCDDDD,200,917.8,2.2,-112,0.003221
2025-07-22T20:43:29Z,SF7BW125,CCCCDDDD,201,917.2,-0.5,-114,0.007542
2025-07-22T20:44:01Z,SF7BW125,CCCCDDDD,202,918.2,0.2,-114,0.007421
2025-07-22T20:44:33Z,SF7BW125,CCCCDDDD,203,917.4,1.0,-114,0.007423
2025-07-22T20:45:05Z,SF7BW125,CCCCDDDD,204,917.0,0.5,-113,0.007462
2025-07-22T20:45:37Z,SF7BW125,CCCCDDDD,205,917.6,1.8,-113,0.007577
2025-07-22T20:46:09Z,SF7BW125,CCCCDDDD,206,918.0,1.0,-113,0.007543
2025-07-22T20:46:41Z,SF7BW125,CCCCDDDD,207,916.8,-1.2,-118,0.007708
2025-07-22T20:47:13Z,SF7BW125,CCCCDDDD,208,918.0,0.5,-114,0.007901
2025-07-22T20:47:45Z,SF7BW125,CCCCDDDD,209,917.8,2.8,-113,0.007879
2025-07-22T20:48:17Z,SF7BW125,CCCCDDDD,210,917.6,2.5,-114,0.007873
2025-07-22T20:48:49Z,SF7BW125,CCCCDDDD,211,917.2,0.8,-114,0.007877
2025-07-22T20:49:21Z,SF7BW125,CCCCDDDD,212,917.0,0.0,-114,0.007970
2025-07-22T20:49:53Z,SF7BW125,CCCCDDDD,213,918.2,0.2,-115,0.006238
2025-07-22T20:50:25Z,SF7BW125,CCCCDDDD,214,916.8,1.0,-115,0.000601
2025-07-22T20:50:57Z,SF7BW125,CCCCDDDD,215,917.4,0.2,-114,0.006133
2025-07-22T20:51:29Z,SF7BW125,CCCCDDDD,216,918.0,0.8,-114,0.006122
2025-07-22T20:52:01Z,SF7BW125,CCCCDDDD,217,917.2,0.8,-114,0.006071
2025-07-22T20:52:33Z,SF7BW125,CCCCDDDD,218,916.8,-1.0,-114,0.006145
2025-07-22T20:53:05Z,SF7BW125,CCCCDDDD,219,918.2,-0.5,-115,0.007023
2025-07-22T20:53:37Z,SF7BW125,CCCCDDDD,220,917.8,2.2,-112,0.008135
2025-07-22T20:54:09Z,SF7BW125,CCCCDDDD,221,917.4,1.2,-112,0.008259
2025-07-22T20:54:41Z,SF7BW125,CCCCDDDD,222,917.6,2.0,-114,0.008207
2025-07-22T20:55:13Z,SF7BW125,CCCCDDDD,223,917.0,0.0,-112,0.008251
2025-07-22T20:55:45Z,SF7BW125,CCCCDDDD,224,917.6,1.8,-112,0.008230
2025-07-22T20:56:17Z,SF7BW125,CCCCDDDD,225,917.2,0.8,-114,0.008778
2025-07-22T20:56:49Z,SF7BW125,CCCCDDDD,226,917.0,0.8,-114,0.004062
2025-07-22T20:57:21Z,SF7BW125,CCCCDDDD,227,918.2,-1.5,-118,0.004195
2025-07-22T20:57:53Z,SF7BW125,CCCCDDDD,228,917.8,1.2,-113,0.008463
2025-07-22T20:58:25Z,SF7BW125,CCCCDDDD,229,918.0,-0.2,-113,0.008428
2025-07-22T20:58:57Z,SF7BW125,CCCCDDDD,230,916.8,0.2,-114,0.008581
2025-07-22T20:59:29Z,SF7BW125,CCCCDDDD,231,917.4,0.5,-113,0.008577
2025-07-22T21:00:01Z,SF7BW125,CCCCDDDD,232,916.8,1.0,-115,0.008512
2025-07-22T21:00:33Z,SF7BW125,CCCCDDDD,233,918.0,0.2,-113,0.008515
2025-07-22T21:01:05Z,SF7BW125,CCCCDDDD,234,917.8,1.5,-114,0.008509
2025-07-22T21:01:37Z,SF7BW125,CCCCDDDD,235,917.4,1.5,-114,0.008530
2025-07-22T21:02:09Z,SF7BW125,CCCCDDDD,236,917.6,1.8,-112,0.004379
2025-07-22T21:02:41Z,SF7BW125,CCCCDDDD,237,917.0,0.8,-114,0.004340
2025-07-22T21:03:13Z,SF7BW125,CCCCDDDD,238,918.2,-1.0,-115,0.001074
2025-07-22T21:03:45Z,SF7BW125,CCCCDDDD,239,917.2,0.2,-114,0.001053
2025-07-22T21:04:17Z,SF7BW125,CCCCDDDD,240,917.8,2.2,-113,0.006723
2025-07-22T21:04:49Z,SF7BW125,CCCCDDDD,241,917.6,1.2,-113,0.008786
2025-07-22T21:05:21Z,SF7BW125,CCCCDDDD,242,916.8,2.2,-114,0.008821
2025-07-22T21:05:53Z,SF7BW125,CCCCDDDD,243,918.0,0.5,-113,0.008690
2025-07-22T21:06:25Z,SF7BW125,CCCCDDDD,244,917.2,0.5,-112,0.008465
2025-07-22T21:07:29Z,SF7BW125,CCCCDDDD,246,918.2,-0.5,-115,0.008571
2025-07-22T21:08:01Z,SF7BW125,CCCCDDDD,247,917.4,0.8,-114,0.008575
2025-07-22T21:08:33Z,SF7BW125,CCCCDDDD,248,917.2,2.0,-113,0.008584
2025-07-22T21:09:05Z,SF7BW125,CCCCDDDD,249,918.2,-0.8,-115,0.002623
2025-07-22T21:09:37Z,SF7BW125,CCCCDDDD,250,916.8,4.0,-111,0.002610
2025-07-22T21:10:09Z,SF7BW125,CCCCDDDD,251,918.0,0.2,-113,0.002342
2025-07-22T21:10:41Z,SF7BW125,CCCCDDDD,252,917.6,2.2,-114,0.007507
2025-07-22T21:11:13Z,SF7BW125,CCCCDDDD,253,917.8,2.0,-113,0.007494
2025-07-22T21:11:45Z,SF7BW125,CCCCDDDD,254,917.0,0.8,-115,0.007421
2025-07-22T21:12:17Z,SF7BW125,CCCCDDDD,255,917.4,-0.2,-114,0.007425
2025-07-22T21:12:49Z,SF7BW125,CCCCDDDD,256,917.8,1.8,-113,0.004546
2025-07-22T21:13:21Z,SF7BW125,CCCCDDDD,257,916.8,1.5,-115,0.002639
2025-07-22T21:13:53Z,SF7BW125,CCCCDDDD,258,917.4,1.0,-114,0.002638
2025-07-22T21:14:25Z,SF7BW125,CCCCDDDD,259,918.0,2.0,-113,0.002643
2025-07-22T21:14:57Z,SF7BW125,CCCCDDDD,260,918.2,-0.2,-114,0.002638
2025-07-22T21:15:29Z,SF7BW125,CCCCDDDD,261,917.0,0.8,-113,0.004986
2025-07-22T21:16:00Z,SF7BW125,CCCCDDDD,262,917.2,1.0,-114,0.002970
2025-07-22T21:16:32Z,SF7BW125,CCCCDDDD,263,917.6,2.5,-114,0.002500
2025-07-22T21:17:04Z,SF7BW125,CCCCDDDD,264,917.8,2.2,-111,0.007665
2025-07-22T21:17:36Z,SF7BW125,CCCCDDDD,265,917.6,2.0,-112,0.007635
2025-07-22T21:18:08Z,SF7BW125,CCCCDDDD,266,918.0,0.0,-113,0.007618
2025-07-22T21:18:40Z,SF7BW125,CCCCDDDD,267,917.0,0.8,-114,0.007663
2025-07-22T21:19:12Z,SF7BW125,CCCCDDDD,268,918.2,0.0,-114,0.007664
2025-07-22T21:19:44Z,SF7BW125,CCCCDDDD,269,916.8,0.8,-115,0.007668
2025-07-22T21:20:16Z,SF7BW125,CCCCDDDD,270,917.4,1.2,-114,0.003410
2025-07-22T21:20:48Z,SF7BW125,CCCCDDDD,271,917.2,0.8,-113,0.002647
2025-07-22T21:21:20Z,SF7BW125,CCCCDDDD,272,918.0,1.2,-111,0.002654
2025-07-22T21:21:52Z,SF7BW125,CCCCDDDD,273,917.0,1.0,-112,0.002655
2025-07-22T21:22:24Z,SF7BW125,CCCCDDDD,274,916.8,2.0,-115,0.002655
2025-07-22T21:22:56Z,SF7BW125,CCCCDDDD,275,917.4,1.0,-114,0.002660
2025-07-22T21:23:28Z,SF7BW125,CCCCDDDD,276,918.2,0.5,-114,0.002725
2025-07-22T21:24:00Z,SF7BW125,CCCCDDDD,277,917.2,1.2,-114,0.002613
2025-07-22T21:24:32Z,SF7BW125,CCCCDDDD,278,917.6,3.0,-113,0.007679
2025-07-22T21:25:04Z,SF7BW125,CCCCDDDD,279,917.8,3.0,-111,0.007639
2025-07-22T21:25:36Z,SF7BW125,CCCCDDDD,280,917.6,3.2,-113,0.007649
2025-07-22T21:26:08Z,SF7BW125,CCCCDDDD,281,917.0,1.2,-113,0.007651
2025-07-22T21:26:40Z,SF7BW125,CCCCDDDD,282,917.2,1.5,-113,0.002648
2025-07-22T21:27:12Z,SF7BW125,CCCCDDDD,283,917.8,2.5,-113,0.002655
2025-07-22T21:27:44Z,SF7BW125,CCCCDDDD,284,916.8,0.8,-114,0.002599
